VO 1 ,VO 2,VO 3,VO 4,VO 5,VO 6,VO 7,VO 8,VO 9,VO 10,VO 11,VO 12,VO 13,VO 14,VO 15,VO 16,VO 17,VO 18,VO 19,VO 20,VO 21,VO 22,VO 23,VO 24,VO 25,VO 26,VO 27,VO 28,VO 29,VO 30,VO 31,VO 32,VO 33,VO 34,VO 35,VO 36,VO 37,VO 38,VO 39,VO 40,VO 41,VO 42,VO 43,VO 44,VO 45,VO 46,VO 47,VO 48,VO 49,VO 50,VO 51,VO 52,VO 53,VO 54,VO 55,VO 56,VO 57,VO 58,VO 59,VO 60,VO 61,VO 62,VO 63,VO 64,VO 65,VO 66,VO 67,VO 68,VO 69,VO 70,VO 71,VO 72,VO 73,VO 74,VO 75,VO 76,VO 77,VO 78,VO 79,VO 80,VO 81,VO 82,VO 83,VO 84,VO 85,VO 86,VO 87,VO 88,VO 89,VO 90,VO 91,VO 92,VO 93,VO 94,VO 95,VO 96,VO 97,VO 98,VO 99,VO 100,VO 101,VO 102,VO 103,VO 104,VO 105,VO 106,VO 107,VO 108,VO 109,VO 110,VO 111,VO 112,VO 113,VO 114,VO 115,VO 116,VO 117,VO 118,VO 119,VO 120,VO 121,VO 122,VO 123,VO 124,VO 125,VO 126,VO 127,VO 128,VO 129,VO 130,VO 131,VO 132,VO 133,VO 134,VO 135,VO 136,VO 137,VO 138,VO 139,VO 140,VO 141,VO 142,VO 143
,0.06,0.06,0.12,,0.17,0.21,0.13,0.493861405,0.556200501,0.593292369,0.55072244,0.454797404,0.505824607,0.473271197,0.472902721,0.491966986,0.379356717,0.541152985,0.425738201,0.543109531,0.449875413,0.441956686,0.428376361,0.491249909,0.350780648,0.334819698,0.237376571,0.349410099,0.310413459,0.304767981,0.264152057,0.266773793,0.30497052,0.231576287,0.337976274,0.126890947,0.213437765,0.282038965,0.392702606,0.287055839,0.156039972,0.270832,0.183382491,0.364904697,0.379716466,0.35268721,0.418410249,0.227315622,0.322438427,0.403185006,0.344107617,,0.254794322,0.055187533,0.15978422,0.394996073,0.332443221,0.37157597,,0.403925696,0.216830639,0.202849219,0.280268181,0.296802838,0.165022652,0.211672332,0.305314088,0.243207056,0.17998544,0.099740564,,,0.178168975,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.004276557,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.03,0.06,0.12,,0.13,0.19,0.10,0.588036379,0.579733663,0.512697947,0.511954054,0.619151651,0.473942874,0.584239577,0.481029411,0.433665576,0.469698022,0.516335752,0.408716769,0.474197944,0.417113775,0.489203587,0.480799943,0.497694732,0.295475329,0.237151275,0.268889183,0.405661319,0.282812459,0.310534641,0.239635787,0.323930633,0.336329635,0.224809554,0.331753023,0.179555113,0.275371743,0.317847536,0.404651554,0.28383169,0.153546079,0.26258026,0.19664715,0.365007981,0.364433001,0.321985388,0.407846211,0.229046876,0.288469934,0.386200613,0.298516197,,0.244003589,0.174357608,0.180518985,0.137125131,0.343016107,0.349217511,,0.372817013,0.233002216,0.255561155,0.262375605,0.388015763,0.136654972,0.182867417,0.276690485,0.249535403,0.19326237,0.146432512,,,0.140150094,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.005839724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.00,0.07,0.10,,0.12,0.18,0.06,0.540868332,0.45625113,0.459917306,0.567425614,0.368528603,0.591480331,0.541863501,0.524962416,0.394224489,0.420476143,0.469893544,0.477702771,0.505214337,0.387085725,0.388858582,0.398005816,0.510000315,0.408168246,0.21878683,0.306976676,0.369127229,0.261166319,0.252620898,0.308711452,0.329227586,0.27619343,0.195339054,0.32439688,0.023200715,0.154910117,0.349093921,0.414066805,0.25187189,0.136509834,0.232658135,0.173489328,0.328843711,0.35071753,0.302566982,0.371980444,0.188645116,0.280183156,0.364932847,0.258499855,,0.244824149,0.008916634,0.10867274,0,0.312924047,0.329023009,,0.444067806,0.218195819,0.237007774,0.275366603,0.316525337,0.129577765,0.164377197,0.222993145,0.247423458,0.15701951,0.129862912,,,0.111925978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003043037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.06,0.11,,0.12,0.00,0.04,0.561693165,0.51761349,0.433127597,0.584533068,0.497442469,0.46145603,0.438145547,0.497853084,0.479214225,0.435780777,0.4713764,0.516979779,0.541482509,0.407629053,0.570349983,0.489434913,0.430567874,0.362149889,0.256906637,0.300848632,0.326128177,0.272445783,0.305818337,0.230173366,0.343045723,0.323481976,0.215968404,0.344987956,0.068309717,0.285008979,0.217533016,0.382031989,0.211637385,0.119478181,0.226718107,0.203242592,0.325435329,0.329108221,0.275167924,0.352567714,0.161157813,0.277009962,0.337648175,0.264363299,,0.264263445,0.062558054,0.153871827,,0.288111169,0.367640184,,0.375678082,0.205444454,0.229767961,0.267451462,0.242021348,0.13022516,0.193018757,0.215159474,0.238691087,0.116074404,0.07896892,,,0.059256689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005841516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.03,0.11,,0.08,0.00,0.00,0.507335113,0.507045073,0.52736265,0.603789594,0.524991014,0.432736288,0.497009173,0.513678742,0.574999722,0.394640414,0.485339955,0.476844372,0.48725531,0.414131679,0.503113207,0.462238989,0.418987333,0.409438435,0.318758959,0.211736667,0.328988067,0.260470861,0.393677521,0.258797187,0.272301048,0.33524685,0.22347764,0.287685057,0.08568583,0.282880979,0.275685585,0.385392391,0.166235975,0.101740767,0.264555167,0.145093516,0.315685288,,0.255585924,0.318342845,0.12368228,0.238241556,0.322427436,0.303573695,,0.195031376,0,0.169093588,,0.320278593,0.355113928,,0.385292437,0.18615039,0.235787825,0.240402011,0.28808166,0.167759368,0.20621939,0.292515099,0.222035175,0.171608328,0.083155572,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002128531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.03,0.10,,0.08,0.00,0.00,0.507919175,0.438596139,0.544689939,0.446439312,0.446572403,0.432393907,0.519784521,0.511377198,0.442676381,0.465029167,0.476689965,0.414369643,0.4666395,0.376399881,0.489266055,0.467085578,0.412119568,0.24689577,0.299286127,0.22156707,0.384010742,0.298395071,0.305880123,0.318539466,0.305401767,0.366772548,0.230527596,0.308031184,0.069098148,0.255079199,0.296399136,0.384787672,0.108671285,0.091210996,0.221306251,0.170243249,0.298888306,,0.227794856,0.28198177,0.01471819,0.217390389,0.286429923,0.271239722,,0.175846235,0,0.100111317,,0.350332892,0.325087223,,0.398319743,0.191131846,0.213973987,0.222378727,0.27394333,0.157386332,0.17210155,0.250530818,0.211909819,0.189785079,0.174199867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003103554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.01,0.07,,0.06,,,0.543546961,0.441996056,0.49496103,0.383711979,0.394265566,0.535067991,0.574633787,0.545024544,0.433515038,0.453493116,0.488552808,0.37029816,0.439845126,0.357554691,0.401331431,0.464249583,0.466739442,0.311425583,0.360855918,0.242610942,0.325242014,0.22239452,0.274287064,0.29892645,0.348237993,0.294933937,0.13223391,0.297705027,0.097481685,0.279145498,0.268214621,0.375012652,0.009651936,0.076974831,0.198724959,0.132692019,0.288239691,,0.189904118,0.231041016,0,0.208379978,0.244139886,0.23852126,,0.156711926,0,0.10187298,,0.34713779,0.328216971,,0.372838797,0.172440494,0.20503496,0.253334916,0.246174981,0.123971911,0.137820356,0.205775545,0.22830361,0.100647874,0.155829391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005573879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.02,0.05,,0.02,,,0.43611982,0.543440571,0.519354411,0.447609598,0.69119849,0.543466401,0.572298904,0.520725947,0.323084295,0.368700002,0.456135941,0.431077027,0.517839203,0.41908113,0.471420928,0.459339502,0.493102795,0.366835016,0.243453866,0.256526707,0.323368987,0.300872641,0.297003585,0.240302457,0.29097647,0.329083305,0.144014456,0.312639299,0.059238927,0.235820035,0.27012829,0.392327527,0,0.059275691,0.194002024,0.101787873,0.254828687,,0.152731037,0.159531308,,0.199168232,0.194307254,0.245331137,,0.122575157,0,0.114361476,,0.300659209,0.326648466,,0.342354612,0.168257814,0.191027339,0.217022572,0.212836988,0.114680319,0.151783311,0.209482684,0.213130554,0.106796358,0.077206524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008285496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.04,0.06,,0.04,,,0.586606434,0.389461191,0.490291264,0.472504775,0.509623799,0.556194926,0.512493133,0.560605791,0.434504291,0.491974534,0.445405834,0.428522765,0.552109639,0.400256649,0.448453395,0.439085417,0.446659791,0.365502358,0.231631075,0.298699561,0.374061547,0.310804654,0.343754722,0.330690074,0.330169731,0.335038622,0.125704472,0.316818751,0.10512105,0.227782626,0.210329967,0.366263358,0,0.016325307,0.237220321,0.144615457,0.241739612,,0.084240337,0.049421003,,0.193101961,0.118168921,0.245737807,,0.129168687,0,0.093715302,,0.287289156,0.293688076,,0.338760121,0.163961853,0.198252628,0.190439317,0.217869275,0.173505001,0.232986259,0.275724382,0.192954733,0.142912771,0.092798726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004872049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.02,0.04,,0.00,,,0.468766876,0.475688006,0.510506434,0.462206257,0.41829506,0.497708159,0.584628724,0.532559547,0.347665081,0.540421761,0.440442388,0.410496377,0.501177675,0.401623443,0.384215101,0.470937452,0.436831436,0.370770522,0.244236257,0.313147275,0.390455565,0.407734153,0.313417971,0.290023173,0.3150954,0.361379446,0.11397751,0.286957863,0.104470403,0.227491749,0.25151212,0.316584515,0,0,0.178975897,0.134858039,0.216036569,,0,0,,0.184705762,,0.23285006,,0.014144984,0,0.114967093,,0.250019734,0.280662222,,0.334532419,0.151768178,0.185646495,0.193422381,0.192635224,0.111178499,0.160161084,0.220903666,0.184544396,0.196913526,0.19540249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005616415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.01,0.04,,,,,0.483650389,0.476773521,0.484310687,0.459206069,0.475078797,0.44445781,0.488878046,0.480194337,0.47575184,0.470095817,0.437826795,0.409177373,0.539217035,0.394416711,0.466964852,0.406196339,0.486194751,0.37859989,0.263556957,0.226567383,0.355472261,0.258862614,0.347709003,0.28301238,0.336827561,0.359338813,0.135732097,0.270584512,0.116641337,0.217624872,0.229267633,0.349331216,0,0,0.184303551,0.115133683,0.17546501,,,0,,0.173558004,,0.177720377,,0.01526327,0,0.088558115,,0.220065644,0.285578324,,0.316016798,0.159016705,0.187708789,0.189172894,0.184647467,0.127988704,0.111457985,0.183967086,0.188643218,0.111854236,0.098870911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006094935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.01,0.04,,,,,0.474607497,0.477695186,0.467925544,0.424671991,0.332442715,0.669966189,0.465897883,0.533822341,0.495730449,0.427071163,0.421330029,0.404885376,0.458710343,0.337529088,0.4761477,0.398556084,0.420779799,0.361004636,0.258601817,0.252569012,0.331263895,0.305414853,0.354628995,0.283141413,0.348907963,0.330061976,0.128421882,0.241182904,0.096876965,0.216323577,0.190251753,0.327790959,,,0.198648412,0.107559991,0.112833394,,,,,0.160420251,,0.195783925,,0.070545811,0,0.06670216,,0.167538153,0.26348564,,0.291596046,0.124824747,0.175881099,0.174489944,0.176454932,0.143379054,0.150289781,0.195814951,0.1714391,0.125850334,0.06290726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002468812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.00,0.02,,,,,0.509872762,0.477736149,0.521156777,0.400478986,0.403968984,0.520164338,0.517593009,0.513026977,0.52611772,0.484458305,0.398016246,0.397264464,0.452593564,0.346081905,0.451785041,0.415720203,0.390791233,0.304866406,0.392955665,0.231014471,0.341495051,0.279813295,0.262959696,0.28453927,0.345390619,0.320004571,0.165470511,0.285901518,0.107800187,0.193122256,0.138360709,0.321950442,,,0.210075312,0.131001107,0.027167897,,,,,0.12490674,,0.255764074,,0.16138549,0,0.023983634,,0,0.227960453,,0.281636039,0.128465712,0.16004646,0.155105836,0.129913902,0.16107207,0.199202908,0.252747612,0.162212444,0.137839087,0.119927309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003457755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.01,,,,,0.405688172,0.405907779,0.482672173,0.502634321,0.579234371,0.544352564,0.469605021,0.518465138,0.412676208,0.464798865,0.406254332,0.31760081,0.421062291,0.320775507,0.473315801,0.400058738,0.298187184,0.305074634,0.310130929,0.238993694,0.465578031,0.289767041,0.265513503,0.300883451,0.248098371,0.325251913,0.145706139,0.247582213,0.117682373,0.194048472,0.215803059,0.325280226,,,0.185607907,0.093724318,0,,,,,0,,0.177890439,,0.030689808,0,0,,,0.20939981,,0.263524162,0.110875219,0.156441803,0.158405506,0.130336527,0.112576284,0.110718998,0.19717798,0.157065887,0.167396064,0.14791785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009051129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.00,,,,,0.487497142,0.518432747,0.449553703,0.51508191,0.509124052,0.497667878,0.552698177,0.496081099,0.537322086,0.381973788,0.410146827,0.377479404,0.44977202,0.369503784,0.425485862,0.419847211,0.423297308,0.295600266,0.209702406,0.245866465,0.428761981,0.309087742,0.312841305,0.274539213,0.373236259,0.361525206,0.145422916,0.267170527,0.088946722,0.173564561,0.183538603,0.28957882,,,0.178351275,0.077578026,,,,,,,,0.156021937,,0,,,,,0.221876687,,0.221003153,,0.145337368,,,0.10519745,0.098265131,0.192856729,0.146887358,0.10410936,0.082893907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003372684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.00,,,,,0.434166233,0.399660943,0.44707545,0.526763492,0.389497148,0.456501572,0.466102697,0.521357343,0.500182087,0.417984691,0.388666019,0.338181459,0.433007515,0.371885319,0.38121662,0.393624838,0.358285157,0.313112229,0.222133723,0.218332825,0.38918674,0.29817774,0.360663393,0.342496593,0.338355931,0.345616597,0.085364333,0.262294499,0.088663499,0.15425947,0.188850948,0.297501409,,,0.192539981,0.067130079,,,,,,,,0.15844717,,,,,,,0.203544058,,0.15525665,,0.12335506,,,0.155017454,0.167185345,0.195792483,0.125840546,0.080803604,0.05647336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003053671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.486429719,0.37410012,0.458016629,0.444013628,0.524720318,0.400975395,0.499344056,0.5030672,0.370073813,0.474241258,0.393856013,0.316365552,0.447939046,0.348173514,0.397999785,0.419296944,0.411998728,0.292247798,0.235260498,0.236802067,0.360164897,0.285246563,0.366780171,0.282754314,0.308395697,0.332997989,0.093424707,0.24328794,0.070407098,0.162656649,0.18266597,0.289379799,,,0.167752612,0.059132921,,,,,,,,0.18449772,,,,,,,0.168015966,,0,,,,,0.137655491,0.167512055,0.241371565,0.1214474,0.132046235,0.100033014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.453540982,0.39574899,0.465779091,0.450950233,0.444969049,0.563666892,0.426122949,0.491864997,0.487515348,0.455419281,0.385247213,0.32559858,0.429485734,0.347676498,0.416469596,0.403677806,0.352726498,0.272986721,0.254276936,0.268761516,0.284357669,0.269772616,0.308413334,0.219227067,0.321941659,0.24069058,0.086382405,0.226011338,0.104562259,0.139692623,0.083928313,0.257726185,,,0.1519503,0.02257322,,,,,,,,0.161043943,,,,,,,0.139302158,,,,,,,0.125744891,0.117751038,0.192976556,0.109475964,0.146658762,0.126091846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.422182891,0.430854159,0.468519506,0.456354827,0.441220947,0.497708158,0.504935486,0.480560955,0.395385786,0.454581818,0.361233194,0.364121871,0.439515603,0.3265119,0.395750924,0.375656481,0.378304388,0.305803431,0.277618254,0.293550303,0.336923255,0.295069911,0.251961852,0.253807911,0.293237619,0.311363115,0.116312186,0.262899218,0.097267354,0.021611601,0.088452226,0.284494585,,,0.172189261,0.041400478,,,,,,,,0.123826971,,,,,,,0,,,,,,,0.141885631,0.114732862,0.155500755,0.104605008,0.07263197,0.071072771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.445666214,0.380858991,0.457791333,0.447311707,0.416441832,0.426049784,0.532503489,0.5051447,0.52392416,0.392295518,0.377458103,0.315360597,0.39834577,0.29772639,0.373678772,0.387868191,0.28559964,0.334996977,0.312434635,0.289294717,0.383628081,0.295939234,0.260508866,0.391163539,0.383327686,0.315444381,0.130733594,0.242139739,0.086382405,0.185831944,0.099850038,0.230049941,,,0.162268802,0,,,,,,,,0.12178179,,,,,,,,,,,,,,0.148521431,0.182276227,0.175743978,0.07769942,0.09293461,0.047284274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.422283591,0.416087049,0.466102697,0.38318003,0.523575065,0.504334242,0.451458476,0.42349082,0.490031491,0.430986302,0.364516071,0.33079085,0.392640895,0.306072117,0.376593961,0.377201463,0.257846621,0.372144826,0.281073813,0.311764209,0.371906559,0.325583143,0.306848098,0.234625005,0.395094039,0.332040141,0.077280996,0.236636027,0.116036617,0.160913679,,0.221838005,,,0.131887396,,,,,,,,,0.11783635,,,,,,,,,,,,,,0.132792671,0.109186574,0.228699891,0.044289489,0.122681257,0.064962106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.43317937,0.424955507,0.475704391,0.427374288,0.414859301,0.451526975,0.468499024,0.489991173,0.483687369,0.49737617,0.336539532,0.34398089,0.397357199,0.331585605,0.3578951,0.369899834,0.361366588,0.319213305,0.276292537,0.288422322,0.337809418,0.250799644,0.31092595,0.299227527,0.318424315,0.349989382,0.099311152,0.223684317,0.06127507,0.180171311,,0.200342146,,,0.127135373,,,,,,,,,0.073741476,,,,,,,,,,,,,,0.111553694,0.061144673,0.161566982,0.02807469,0.100600457,0.10347315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.412938598,0.398780241,0.503718889,0.382839584,0.406696769,0.423371155,0.468089396,0.496366246,0.495257328,0.512785486,0.341086955,0.3065463,0.39842815,0.332144748,0.365137265,0.339910244,0.343280804,0.30078514,0.279269968,0.266527333,0.371846139,0.253472812,0.297065371,0.249076701,0.307662917,0.395632929,0.089505513,0.21288357,0.100352188,0.160530945,,0.183056358,,,0.136304144,,,,,,,,,0.0807643,,,,,,,,,,,,,,0.161528189,0.102450129,0.148812927,0.009371764,0.061749628,0.04538335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.429413176,0.425406099,0.502576025,0.438502645,0.398284363,0.432635588,0.53481789,0.489094997,0.339019871,0.422255751,0.314819819,0.236387849,0.395421249,0.326408355,0.347017277,0.371127354,0.383319266,0.28785419,0.316194456,0.268782794,0.328826946,0.233869582,0.347853169,0.239399226,0.278037669,0.33614223,0.063165775,0.203935254,0.103766173,0.165348033,,0.193764954,,,0.133883735,,,,,,,,,0.121625037,,,,,,,,,,,,,,0.126804265,0.131270602,0.182012413,0,0.068158908,0.029329385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.407226874,0.402241603,0.495890887,0.402010997,0.496422152,0.410521789,0.511960616,0.466568384,0.502268121,0.430818809,0.323440975,0.26618059,0.37532032,0.306134244,0.35977748,0.363973874,0.335043515,0.31648552,0.252777354,0.326084255,0.364454733,0.320780134,0.272474685,0.333528799,0.293237619,0.33016609,0.036742442,0.196219342,0.071042436,0.165251584,,0,,,0.125295189,,,,,,,,,0.075399211,,,,,,,,,,,,,,0.122419634,0.056290699,0.176657657,0,0.078432724,0.048892749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.41796556,0.387392567,0.483569259,0.444822189,0.354743918,0.412475376,0.445948971,0.495938525,0.464784034,0.440784617,0.30431214,0.218361461,0.351141539,0.273931749,0.320713934,0.33667213,0.293998049,0.365689763,0.267555842,0.275357674,0.353136012,0.264600145,0.318402013,0.312023299,0.356507938,0.341764382,0.026423333,0.210112577,0.080319902,0.143166314,,,,,0.104595416,,,,,,,,,0.041144276,,,,,,,,,,,,,,0.13174801,0.051102235,0.128584682,0,0.055395668,0.059520997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.39260921,0.367976173,0.45022959,0.402436556,0.433204175,0.428970095,0.471489313,0.502863524,0.43856883,0.394012317,0.301049858,0.304976057,0.328569184,0.300522105,0.331067023,0.336714458,0.315749327,0.32993704,0.268555564,0.249802881,0.352813771,0.318020034,0.337102467,0.283657545,0.361490842,0.346928433,0.061298034,0.224220144,0.047779878,0.14641802,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127819498,0.094842457,0.122937849,0,0.054621181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.373983672,0.381514397,0.243240177,0.367625865,0.423604871,0.385689081,0.495780287,0.483473528,0.365213569,0.403936251,0.266309851,0.267185546,0.342532739,0.293315373,0.321967465,0.34556107,0.303020801,0.29330976,0.278639709,0.252228565,0.286915458,0.239454981,0.320955819,0.272797267,0.300481673,0.356194572,0.069197659,0.146134801,0.046922554,0.12455933,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123339229,0.114242797,0.164562649,0,0.063124739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.366052512,0.35761257,0.0936684,0.412211636,0.362719045,0.530758016,0.481443287,0.403693471,0.384869597,0.40785139,0.266429303,0.22154382,0.346651782,0.302199534,0.309998528,0.331846705,0.354216863,0.3108009,0.338188325,0.24797298,0.297750816,0.246865958,0.247080786,0.216925979,0.297529617,0.312008621,0.071440479,0.184354595,0.094427469,0.122543088,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1061759,0.053490329,0.147195267,,0.062460892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.352514356,0.393823736,,0.37311557,0.481971139,0.477125006,0.44162739,0.477566911,0.423557991,0.386789199,0.265918542,0.243234108,0.332570834,0.274905072,0.304917769,0.340904958,0.321791348,0.255474758,0.234499841,0.28350712,0.293601961,0.254907195,0.313726899,0.2365605,0.290411182,0.291081722,0,0.209775772,0.063119847,0.121930714,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114606751,0.052300171,0.127783341,,0.034081452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.340555181,0.327812091,,0.338245301,0.461689746,0.429614577,0.461801597,0.421861408,0.411321361,0.426045271,0.264641638,0.226275485,0.325926818,0.271405251,0.278872628,0.333116554,0.252388662,0.298640393,0.224459162,0.299486845,0.337769138,0.27574921,0.247883999,0.257227286,0.28718695,0.316735393,,0.221453744,0.036856656,0.1029418,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110082341,0.071498263,0.138215753,,0.063385536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.346633455,0.35918964,,0.373792208,0.41096544,0.412072575,0.437305809,0.45312574,0.402117007,0.456759221,0.256271743,0.184255786,0.301537965,0.270059166,0.296509528,0.33396312,0.321670508,0.259097923,0.205942585,0.235014721,0.335130789,0.333733045,0.304665005,0.356023553,0.329583507,0.345949762,,0.185614554,0.002594329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088019407,0.030286153,0.138507831,,0.066933953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.325635416,0.335328776,,0.327402068,0.381938477,0.417510394,0.453404211,0.435996552,0.44607425,0.379984814,0.226029731,0.211661758,0.283152617,0.265399641,0.282899755,0.295507872,0.33929307,0.272528619,0.232044004,0.268655126,0.296401431,0.238194463,0.312964876,0.224775486,0.327636406,0.34220166,,0.180588495,0.043539187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102195891,0.042428868,0.120511358,,0.022479944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.332120519,0.342497276,,0.355233599,0.373588539,0.38548768,0.426634984,0.433185818,0.442267776,0.404710905,0.216424123,0.21647717,0.304007331,0.246678705,0.275965767,0.309730176,0.249488492,0.239711909,0.301959294,0.283975235,0.308042393,0.275292816,0.266852192,0.266259596,0.318843046,0.382118941,,0.23552763,0.090791498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082994738,0.059674479,0.101159346,,0.030027247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.321301273,0.334284223,,0.346462837,0.404135566,0.382688211,0.4477923,0.454795887,0.387665312,0.401633229,0.195281076,0.19449377,0.286832982,0.269458605,0.256104994,0.321264634,0.338306207,0.267926784,0.356248507,0.266165609,0.277147523,0.275618812,0.254433277,0.249248745,0.249249883,0.340077736,,0.204662448,0.090584822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082185494,0.052362402,0.126023387,,0.064428723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
