VO 1 ,VO 2,VO 3,VO 4,VO 5,VO 6,VO 7,VO 8,VO 9,VO 10,VO 11,VO 12,VO 13,VO 14,VO 15,VO 16,VO 17,VO 18,VO 19,VO 20,VO 21,VO 22,VO 23,VO 24,VO 25,VO 26,VO 27,VO 28,VO 29,VO 30,VO 31,VO 32,VO 33,VO 34,VO 35,VO 36,VO 37,VO 38,VO 39,VO 40,VO 41,VO 42,VO 43,VO 44,VO 45,VO 46,VO 47,VO 48,VO 49,VO 50,VO 51,VO 52,VO 53,VO 54,VO 55,VO 56,VO 57,VO 58,VO 59,VO 60,VO 61,VO 62,VO 63,VO 64,VO 65,VO 66,VO 67,VO 68,VO 69,VO 70,VO 71,VO 72,VO 73,VO 74,VO 75,VO 76,VO 77,VO 78,VO 79,VO 80,VO 81,VO 82,VO 83,VO 84,VO 85,VO 86,VO 87,VO 88,VO 89,VO 90,VO 91,VO 92,VO 93,VO 94,VO 95,VO 96,VO 97,VO 98,VO 99,VO 100,VO 101,VO 102,VO 103,VO 104,VO 105,VO 106,VO 107,VO 108,VO 109,VO 110,VO 111,VO 112,VO 113,VO 114,VO 115,VO 116,VO 117,VO 118,VO 119,VO 120,VO 121,VO 122,VO 123,VO 124,VO 125,VO 126,VO 127,VO 128,VO 129,VO 130,VO 131,VO 132,VO 133,VO 134,VO 135,VO 136,VO 137,VO 138,VO 139,VO 140,VO 141,VO 142,VO 143
,,,,,,,,,,,,,0.205636843,0.096367852,,0.16189197,0.242033745,0.02979441,0.03028824,0.035062666,0.04477838,0,,,0.251347682,0.25558092,0.28946494,0.240170352,0.246431297,0.272557066,0.252560592,0.272929145,0.265469695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.213874132,0.093639726,,0.09835182,0.224966252,0.02979441,0.03028824,0.029436053,0.033040519,0,,,0.24069058,0.22989243,0.315509125,0.23952587,0.285398694,0.276470157,0.27182952,0.314467303,0.272611911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.207743494,0.09513487,,0.09835182,0.216985231,0.02979441,0.03028824,0.0304411,0.036329108,0,,,0.244097188,0.209202546,0.349724034,0.256101148,0.253711876,0.247060191,0.285098413,0.279440419,0.2689471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.207606542,0.095196315,,0.09835182,0.238152104,0.02979441,0.03028824,0.028896459,0.020888478,0,,,0.225716915,0.253233748,0.341617143,0.224158995,0.247517951,0.275090277,0.243571293,0.277179269,0.243626593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.203143502,0.092275663,,0.09835182,0.237750122,0.02979441,0.03028824,0.028711102,0.031516337,0,,,0.254100454,0.227827788,0.311976989,0.224642357,0.239846176,0.217094154,0.231098103,0.271212346,0.253288365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.20038834,0.094434405,,0.09835182,0.208866028,0.02979441,0.03028824,0.029514315,0.030468461,0,,,0.226553991,0.255407055,0.293890749,0.20871156,0.226545537,0.267799571,0.234323928,0.278875131,0.252392986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.180485921,0.093197327,,0.09835182,0.188796231,0.02979441,0.03028824,0.031553241,0.030240662,0,,,0.232453086,0.343556393,0.291018229,0.207503156,0.250256318,0.215879036,0.248883152,0.275881202,0.253975517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.088961768,,0.09835182,0.205177004,0.02979441,0.03028824,0.029077697,0.029470288,0,,,0.229344244,0.280943414,0.294380142,0.206274612,0.222850914,0.223025576,0.218280825,0.254819011,0.27125843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094032969,,0.09835182,0.179274278,0.02979441,0.03028824,0.030770623,0.029615251,0,,,0.249475713,0.19607577,0.307678847,0.19733242,0.222916114,0.247883999,0.225614201,0.283899909,0.22917558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092726254,,0.09835182,0.09574992,0.02979441,0.03028824,0.030082743,0.037521947,0,,,0.222174959,0.229436035,0.310827981,0.230281577,0.239759244,0.24073746,0.246367008,0.272991955,0.223116149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.091706279,,0.09835182,0.09574992,0.02979441,0.03028824,0.02424194,0.023742178,0,,,0.224973541,0.250690979,0.266314554,0.207805257,0.255776518,0.264648504,0.250108965,0.257436082,0.232369795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.097695049,,0.09835182,,0.02979441,0.03028824,0.03168917,0.029018831,0,,,0.209341876,0.244453587,0.267804009,0.224360396,0.232413466,0.218020938,0.243979898,0.257394209,0.248653213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095605943,,0.09835182,,0.02979441,0.03028824,0.025893676,0.024587105,0,,,0.21993651,0.249234863,0.304657381,0.209053941,0.23867259,0.271815638,0.240668051,0.247114353,0.230945516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092963839,,0.09835182,,0.02979441,0.03028824,0.030461695,0.030957194,0,,,0.211917655,0.227566991,0.304210545,0.199306147,0.232435199,0.223252123,0.237184159,0.256012395,0.227097466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.09295155,,0.09835182,,0.02979441,0.03028824,0.032488264,0.032013353,0,,,0.218135339,0.237346873,0.288018041,0.207019794,0.237738068,0.229986758,0.269205849,0.24847523,0.230279187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094372961,,0.09835182,,0.02979441,0.03028824,0.028155031,0.029826482,0,,,0.212304959,0.266469189,0.25731399,0.222084568,0.24178042,0.256039704,0.245549799,0.251531969,0.21943468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095274144,,0.09835182,,0.02979441,0.03028824,0.028348626,0.027705881,0,,,0.202160097,0.270272476,0.266484777,0.209517163,0.247996078,0.252250185,0.2623671,0.258273545,0.228879896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095659195,,0.09835182,,0.02979441,0.03028824,0.029514315,0.023402551,0,,,0.20243704,0.219786551,0.27159148,0.203394581,0.229218704,0.230254496,0.237227171,0.23961906,0.223278567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094860419,,0.09835182,,0.02979441,0.03028824,0.03293724,0.027055618,0,,,0.200019515,0.260731658,0.29563554,0.212336773,0.216113662,0.237256869,0.2432057,0.242508307,0.222104162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094512235,,0.09835182,,0.02979441,0.03028824,0.025197558,0.025883489,0,,,0.192875217,0.268620763,0.275442785,0.20577111,0.234651972,0.229904377,0.248904657,0.246402509,0.206674477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.09392237,,0.09835182,,0.02979441,0.03028824,0.030593504,0.03534336,0,,,0.192623262,0.223546373,0.263654813,0.217613472,0.253864007,0.234044015,0.289915646,0.242571117,0.207424098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.086045212,,0.09835182,,0.02979441,0.03028824,0.029584339,0.017823546,0,,,0.187094812,0.252473091,0.296422823,0.206415592,0.248800202,0.245391978,0.253248768,0.243157341,0.211817705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092996609,,0.09835182,,0.02979441,0.03028824,0.031767432,0.032129323,0,,,0.181955748,0.260296996,0.29705265,0.206882842,0.219417089,0.235238538,0.241893864,0.234657093,0.213854174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.091591583,,0.09835182,,0.02979441,0.03028824,0.027261199,0.02966081,0,,,0.169676552,0.208159358,0.294075867,0.203914195,0.221851193,0.223334504,0.251270262,0.24035184,0.201756135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095085715,,0.09835182,,0.02979441,0.03028824,0.032088717,0.030083274,0,,,0.168137748,0.253690143,0.271957461,0.194951863,0.208898283,0.219895103,0.237592764,0.224775031,0.199586401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092152774,,0.09835182,,0.02979441,0.03028824,0.033435644,0.033239326,0,,,0.168160653,0.237651136,0.261886617,0.21538598,0.251364704,0.25278566,0.259678913,0.242592053,0.197395844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092259278,,0.09835182,,0.02979441,0.03028824,0.029864434,0.029482713,0,,,0.163823267,0.263969886,0.287794623,0.197151159,0.23123988,0.247719237,0.263291836,0.23149567,0.195176135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.097502523,,0.09835182,,0.02979441,0.03028824,0.029394863,0.032419249,0,,,0.148649703,0.252777354,0.282821971,0.202137841,0.212571172,0.212501421,0.250022943,0.218946289,0.189895477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094962826,,0.09835182,,0.02979441,0.03028824,0.023764131,0.031508053,0,,,0.163293951,0.215505136,0.257128872,0.184039973,0.197140691,0.214350871,0.233033598,0.227835958,0.195038705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092967935,,0.09835182,,0.02979441,0.03028824,0.032084598,0.018718175,0,,,0.14960526,0.226958465,0.247468693,0.196281108,0.218265236,0.213403491,0.244173447,0.221827162,0.187063578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.091067259,,0.09835182,,0.02979441,0.03028824,0.02940722,0.030957194,0,,,0.143558532,0.224350496,0.248804947,0.190714392,0.234086912,0.210886756,0.242431501,0.233660512,0.187317616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.093504549,,0.09835182,,0.02979441,0.03028824,0.030597623,0.025415465,0,,,0.141018152,0.256537175,0.264465502,0.184547503,0.209572008,0.217942677,0.226388399,0.221400056,0.186917818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.093606956,,0.09835182,,0.02979441,0.03028824,0.029176554,0.031176709,0,,,0.139067473,0.234412908,0.280321814,0.188523153,0.205334059,0.21336642,0.252431559,0.227132489,0.174615716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095679676,,0.09835182,,0.02979441,0.03028824,0.030416385,0.031735852,0,,,0.120432121,0.208702685,0.263507995,0.190235059,0.209506809,0.210227709,0.256689648,0.218720174,0.176906223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094565487,,0.09835182,,0.02979441,0.03028824,0.024830963,0.019968998,0,,,0.121634304,0.245083847,0.235829666,0.182932269,0.231500677,0.196824344,0.243033655,0.215692746,0.18323635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094987404,,0.09835182,,0.02979441,0.03028824,0.030045672,0.030890925,0,,,0.103801564,0.23895512,0.213136755,0.184132617,0.215418204,0.19882208,0.238754061,0.219930308,0.17152978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095011982,,0.09835182,,0.02979441,0.03028824,0.036660854,0.032829287,0,,,0.07579494,0.214831411,0.236429703,0.196087763,0.224133166,0.196585439,0.250453053,0.217003376,0.170596919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092738543,,0.09835182,,0.02979441,0.03028824,0.028591649,0.03239854,0,,,0.07579494,0.215592069,0.239351163,0.167488862,0.223872369,0.206318738,0.28258227,0.212991928,0.163196501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092726254,,0.09835182,,0.02979441,0.03028824,0.032088717,0.036610751,0,,,0.07579494,0.21963442,0.211617511,0.178920367,0.230979083,0.201347053,0.244840118,0.207426988,0.160481209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.093357082,,0.09835182,,0.02979441,0.03028824,0.030774742,0.027867411,0,,,0.07579494,0.232065737,0.202648864,0.173990077,0.184296446,0.20540431,0.220302342,0.20602005,0.159298475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095347877,,0.09835182,,0.02979441,0.03028824,0.02953491,0.026235542,0,,,0.07579494,0.226089142,0.221705377,0.171190607,0.195510711,0.212163659,0.240754073,0.204194381,0.153134931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094438502,,0.09835182,,0.02979441,0.03028824,0.031166051,0.028708196,0,,,0.07579494,0.197118958,0.246709071,0.174477467,0.217200316,0.229900258,0.235764797,0.200723098,0.158261501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.089912106,,0.09835182,,0.02979441,0.03028824,0.025572391,0.028563233,0,,,0.07579494,0.222524918,0.236537157,0.164810233,0.218678165,0.21564837,0.25099069,0.199956819,0.15671645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.091829168,,0.09835182,,0.02979441,0.03028824,0.033674548,0.029768497,0,,,0.07579494,0.199944257,0.227971088,0.165785012,0.194902185,0.222308862,0.327722314,0.194412815,0.145572095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094901382,,0.09835182,,0.02979441,0.03028824,0.03108367,0.033781901,0,,,0.07579494,0.216287527,0.21058617,0.164971353,0.1770376,0.212386088,0.254754153,0.195455456,0.136439221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.091267977,,0.09835182,,0.02979441,0.03028824,0.022726132,0.020333477,0,,,0.07579494,0.224741692,0.158052773,0.158264709,0.278161581,0.222621909,0.232947576,0.19041393,0.140295601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.091599776,,0.09835182,,0.02979441,0.03028824,0.030993051,0.032025778,0,,,0.07579494,0.233282789,0.07745166,0.159271713,0.180275828,0.200889839,0.266926266,0.194111328,0.133174208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094446694,,0.09835182,,0.02979441,0.03028824,0.034992642,0.028865585,0,,,0.07579494,0.231079055,0.07745166,0.192945912,0.216048463,0.195728678,0.264883244,0.184003152,0.099274713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.093099016,,0.09835182,,0.02979441,0.03028824,0.029501958,0.033301453,0,,,0.07579494,0.224856877,0.07745166,0.204413669,0.253755342,0.189570709,0.283700556,0.185485461,0.07579494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094483561,,0.09835182,,0.02979441,0.03028824,0.028447483,0.027167447,0,,,0.07579494,0.196453926,0.07745166,0.186404417,0.216504858,0.198006509,0.279377951,0.180984098,0.07579494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.093946947,,0.09835182,,0.02979441,0.03028824,0.03104248,0.035285375,0,,,0.07579494,0.18895167,0.07745166,0.197562017,0.210289199,0.192289278,0.222345364,0.177341135,0.07579494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095065233,,0.09835182,,0.02979441,0.03028824,0.026915199,0.028550808,0,,,0.07579494,0.196597364,0.07745166,0.186617902,0.197075492,0.181044291,0.227657223,0.170138954,0.07579494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095044752,,0.09835182,,0.02979441,0.03028824,0.032661264,0.029896893,0,,,0.07579494,0.184487697,0.07745166,0.178376585,0.189425451,0.166129237,0.220065782,0.175528028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.093422623,,0.09835182,,0.02979441,0.03028824,0.025440582,0.029395735,0,,,0.07579494,0.189649301,0.07745166,0.171545072,0.193424336,0.170948517,0.258646649,0.172379167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.094315613,,0.09835182,,0.02979441,0.03028824,0.032410002,0.027834277,0,,,0.07579494,0.208720071,0.07745166,0.164790092,0.207029238,0.164815262,0.252926186,0.167844306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092804084,,0.09835182,,0,0.03028824,0.02811796,0.034382462,0,,,0.07579494,0.188640887,0.07745166,0.157479247,0.196836428,0.166948926,0.245291733,0.159905158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.095667387,,0.09835182,,,0.03028824,0.033217335,0.028786891,0,,,0.07579494,0.208141972,0,0.157902188,0.191750889,0.164975905,0.202431271,0.157648196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.090952563,,0.09835182,,,0.03028824,0.029901505,0.030360775,0,,,0.07579494,0.186176356,0,0.158300961,0.177015867,0.157590461,0.221528155,0.149403374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.09210726,0.092541921,,0.09835182,,,0.03028824,0.028052055,0.032961825,0,,,0,0.205616589,0,0.149878384,0.187165211,0.157388628,0.205657096,0.14851985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
