Spot,Sample,Day,Location,LocationNum,%AS,Flow (m*s-1)
11,3,1,St Kilda,1,82.69,0.03
11,4,1,St Kilda,1,23.22,
11,5,1,St Kilda,1,85.82,
11,6,1,St Kilda,1,49.76,
12,1,1,St Kilda,1,57.74,0.02
12,2,1,St Kilda,1,51.68,0.03
12,3,1,St Kilda,1,80.11,0.01
12,4,1,St Kilda,1,38.31,
12,5,1,St Kilda,1,97.59,
12,6,1,St Kilda,1,72.07,
1,1,2,St Kilda,1,89.36,0.01
1,2,2,St Kilda,1,94.68,0.01
1,3,2,St Kilda,1,63.44,0.01
1,4,2,St Kilda,1,94.10,
1,5,2,St Kilda,1,93.51,
1,6,2,St Kilda,1,94.22,
2,1,2,St Kilda,1,92.70,0.01
2,2,2,St Kilda,1,91.30,0.01
2,3,2,St Kilda,1,93.17,0.01
2,4,2,St Kilda,1,88.94,
2,5,2,St Kilda,1,94.47,
2,6,2,St Kilda,1,89.85,
3,1,2,St Kilda,1,92.40,0.02
3,2,2,St Kilda,1,72.80,0.02
3,3,2,St Kilda,1,83.53,0.02
3,4,2,St Kilda,1,73.69,
3,5,2,St Kilda,1,83.49,
3,6,2,St Kilda,1,91.23,
4,1,2,St Kilda,1,25.65,0.01
4,2,2,St Kilda,1,48.44,0.01
4,3,2,St Kilda,1,95.05,0.02
4,4,2,St Kilda,1,78.87,
4,5,2,St Kilda,1,87.82,
4,6,2,St Kilda,1,92.75,
5,1,2,St Kilda,1,92.94,0.01
5,2,2,St Kilda,1,29.42,0.01
5,3,2,St Kilda,1,79.85,0.01
5,4,2,St Kilda,1,89.49,
5,5,2,St Kilda,1,95.87,
5,6,2,St Kilda,1,97.77,
6,1,2,St Kilda,1,55.46,0.01
6,2,2,St Kilda,1,38.36,0.01
6,3,2,St Kilda,1,92.83,0.01
6,4,2,St Kilda,1,80.40,
6,5,2,St Kilda,1,100.59,
6,6,2,St Kilda,1,93.23,
7,1,2,St Kilda,1,85.53,0.01
7,2,2,St Kilda,1,87.15,0.01
7,3,2,St Kilda,1,71.44,0.01
7,4,2,St Kilda,1,69.73,
7,5,2,St Kilda,1,87.27,
7,6,2,St Kilda,1,87.11,
8,1,2,St Kilda,1,38.82,0.01
8,2,2,St Kilda,1,17.39,0.01
8,3,2,St Kilda,1,88.64,0.01
8,4,2,St Kilda,1,88.49,
8,5,2,St Kilda,1,92.09,
8,6,2,St Kilda,1,91.86,
9,1,2,St Kilda,1,0.98,0.02
9,2,2,St Kilda,1,99.89,0.02
9,3,2,St Kilda,1,97.79,0.01
9,4,2,St Kilda,1,59.34,
9,5,2,St Kilda,1,81.70,
9,6,2,St Kilda,1,93.66,
10,1,2,St Kilda,1,16.93,0.03
10,2,2,St Kilda,1,92.50,0.02
10,3,2,St Kilda,1,94.59,0.03
10,4,2,St Kilda,1,98.38,
10,5,2,St Kilda,1,88.76,
10,6,2,St Kilda,1,46.51,
11,1,2,St Kilda,1,83.90,0.02
11,2,2,St Kilda,1,83.90,0.02
11,3,2,St Kilda,1,97.83,0.02
11,4,2,St Kilda,1,63.83,
11,5,2,St Kilda,1,97.60,
11,6,2,St Kilda,1,56.05,
12,1,2,St Kilda,1,1.12,0.01
12,2,2,St Kilda,1,103.73,0.01
12,3,2,St Kilda,1,97.45,0.01
12,4,2,St Kilda,1,54.78,
12,5,2,St Kilda,1,84.32,
12,6,2,St Kilda,1,102.34,
1,1,3,St Kilda,1,92.39,0.01
1,2,3,St Kilda,1,88.98,0.01
1,3,3,St Kilda,1,98.44,0.01
1,4,3,St Kilda,1,67.42,
1,5,3,St Kilda,1,95.44,
1,6,3,St Kilda,1,76.83,
2,1,3,St Kilda,1,90.11,0.00
2,2,3,St Kilda,1,59.48,0.01
2,3,3,St Kilda,1,89.97,0.01
2,4,3,St Kilda,1,43.57,
2,5,3,St Kilda,1,83.04,
2,6,3,St Kilda,1,45.95,
3,1,3,St Kilda,1,94.40,0.01
3,2,3,St Kilda,1,95.21,0.01
3,3,3,St Kilda,1,92.10,0.01
3,4,3,St Kilda,1,43.56,
3,5,3,St Kilda,1,43.25,
3,6,3,St Kilda,1,70.80,
4,1,3,St Kilda,1,61.87,0.01
4,2,3,St Kilda,1,76.42,0.01
4,3,3,St Kilda,1,58.69,0.02
4,4,3,St Kilda,1,59.94,
4,5,3,St Kilda,1,98.63,
4,6,3,St Kilda,1,97.94,
5,1,3,St Kilda,1,92.14,0.01
5,2,3,St Kilda,1,29.42,0.01
5,3,3,St Kilda,1,97.25,0.01
5,4,3,St Kilda,1,97.79,
5,5,3,St Kilda,1,79.85,
5,6,3,St Kilda,1,89.67,
6,1,3,St Kilda,1,55.76,0.01
6,2,3,St Kilda,1,38.36,0.01
6,3,3,St Kilda,1,80.35,0.01
6,4,3,St Kilda,1,82.63,
6,5,3,St Kilda,1,100.75,
6,6,3,St Kilda,1,92.85,
7,1,3,St Kilda,1,58.58,0.01
7,2,3,St Kilda,1,99.76,0.01
7,3,3,St Kilda,1,87.47,0.03
7,4,3,St Kilda,1,94.31,
7,5,3,St Kilda,1,93.90,
7,6,3,St Kilda,1,97.55,
8,1,3,St Kilda,1,73.50,0.02
8,2,3,St Kilda,1,78.57,0.02
8,3,3,St Kilda,1,97.30,0.02
8,4,3,St Kilda,1,97.71,
8,5,3,St Kilda,1,97.68,
8,6,3,St Kilda,1,94.75,
9,1,3,St Kilda,1,0.98,0.02
9,2,3,St Kilda,1,99.34,0.02
9,3,3,St Kilda,1,59.34,0.02
9,4,3,St Kilda,1,93.27,
9,5,3,St Kilda,1,87.62,
9,6,3,St Kilda,1,81.70,
10,1,3,St Kilda,1,91.63,0.05
10,2,3,St Kilda,1,16.93,0.04
10,3,3,St Kilda,1,89.51,0.03
10,4,3,St Kilda,1,46.51,
10,5,3,St Kilda,1,92.22,
10,6,3,St Kilda,1,94.65,
11,1,3,St Kilda,1,83.90,0.01
11,2,3,St Kilda,1,92.14,0.03
11,3,3,St Kilda,1,96.35,0.02
11,4,3,St Kilda,1,63.59,
11,5,3,St Kilda,1,97.62,
11,6,3,St Kilda,1,56.05,
12,1,3,St Kilda,1,1.30,0.01
12,2,3,St Kilda,1,102.55,0.01
12,3,3,St Kilda,1,97.72,0.01
12,4,3,St Kilda,1,54.78,
12,5,3,St Kilda,1,84.36,
12,6,3,St Kilda,1,102.52,
1,1,4,St Kilda,1,88.46,0.00
1,2,4,St Kilda,1,92.94,0.00
1,3,4,St Kilda,1,98.51,0.01
1,4,4,St Kilda,1,67.62,
1,5,4,St Kilda,1,94.85,
1,6,4,St Kilda,1,77.52,
2,1,4,St Kilda,1,92.60,0.01
2,2,4,St Kilda,1,59.33,0.01
2,3,4,St Kilda,1,92.97,0.01
2,4,4,St Kilda,1,43.57,
2,5,4,St Kilda,1,83.04,
2,6,4,St Kilda,1,45.78,
3,1,4,St Kilda,1,70.80,0.01
3,2,4,St Kilda,1,100.13,0.01
3,3,4,St Kilda,1,96.48,0.01
3,4,4,St Kilda,1,95.23,
3,5,4,St Kilda,1,97.25,
3,6,4,St Kilda,1,43.25,
4,1,4,St Kilda,1,58.69,0.01
4,2,4,St Kilda,1,59.94,0.01
4,3,4,St Kilda,1,61.88,0.03
4,4,4,St Kilda,1,77.40,
4,5,4,St Kilda,1,89.47,
4,6,4,St Kilda,1,97.25,
5,1,4,St Kilda,1,92.38,0.01
5,2,4,St Kilda,1,30.50,0.01
5,3,4,St Kilda,1,99.44,0.01
5,4,4,St Kilda,1,95.90,
5,5,4,St Kilda,1,79.85,
5,6,4,St Kilda,1,89.67,
6,1,4,St Kilda,1,55.45,0.00
6,2,4,St Kilda,1,38.36,0.01
6,3,4,St Kilda,1,92.73,0.01
6,4,4,St Kilda,1,82.95,
6,5,4,St Kilda,1,101.21,
6,6,4,St Kilda,1,93.71,
7,1,4,St Kilda,1,58.84,0.00
7,2,4,St Kilda,1,99.81,0.00
7,3,4,St Kilda,1,91.84,0.00
7,4,4,St Kilda,1,90.33,
7,5,4,St Kilda,1,93.90,
7,6,4,St Kilda,1,97.52,
8,1,4,St Kilda,1,73.12,0.00
8,2,4,St Kilda,1,79.32,0.01
8,3,4,St Kilda,1,97.87,0.01
8,4,4,St Kilda,1,97.49,
8,5,4,St Kilda,1,97.87,
8,6,4,St Kilda,1,97.25,
9,1,4,St Kilda,1,0.98,0.00
9,2,4,St Kilda,1,99.68,0.00
9,3,4,St Kilda,1,97.05,0.00
9,4,4,St Kilda,1,81.70,
9,5,4,St Kilda,1,93.66,
9,6,4,St Kilda,1,59.34,
10,1,4,St Kilda,1,91.63,0.01
10,2,4,St Kilda,1,16.93,0.01
10,3,4,St Kilda,1,88.76,0.01
10,4,4,St Kilda,1,46.51,
10,5,4,St Kilda,1,94.63,
10,6,4,St Kilda,1,94.65,
11,1,4,St Kilda,1,97.28,0.01
11,2,4,St Kilda,1,92.34,0.01
11,3,4,St Kilda,1,99.21,0.01
11,4,4,St Kilda,1,98.89,
11,5,4,St Kilda,1,97.26,
11,6,4,St Kilda,1,56.57,
12,1,4,St Kilda,1,1.31,0.02
12,2,4,St Kilda,1,101.54,0.01
12,3,4,St Kilda,1,97.53,0.01
12,4,4,St Kilda,1,54.78,
12,5,4,St Kilda,1,84.17,
12,6,4,St Kilda,1,103.17,
1,1,5,St Kilda,1,3.14,0.00
1,2,5,St Kilda,1,4.07,0.01
1,3,5,St Kilda,1,37.27,0.01
1,4,5,St Kilda,1,97.44,
1,5,5,St Kilda,1,100.97,
1,6,5,St Kilda,1,62.62,
2,1,5,St Kilda,1,25.98,0.00
2,2,5,St Kilda,1,98.80,0.00
2,3,5,St Kilda,1,62.11,0.01
2,4,5,St Kilda,1,98.74,
2,5,5,St Kilda,1,72.52,
2,6,5,St Kilda,1,78.88,
3,1,5,St Kilda,1,86.33,0.02
3,2,5,St Kilda,1,0.96,0.02
3,3,5,St Kilda,1,28.80,0.04
3,4,5,St Kilda,1,71.63,
3,5,5,St Kilda,1,0.90,
3,6,5,St Kilda,1,47.09,
4,1,5,St Kilda,1,0.00,0.02
4,2,5,St Kilda,1,34.56,0.01
4,3,5,St Kilda,1,86.77,0.02
4,4,5,St Kilda,1,0.00,
4,5,5,St Kilda,1,85.73,
4,6,5,St Kilda,1,74.65,
5,1,5,St Kilda,1,48.33,0.01
5,2,5,St Kilda,1,70.34,0.01
5,3,5,St Kilda,1,48.52,0.01
5,4,5,St Kilda,1,96.64,
5,5,5,St Kilda,1,98.56,
5,6,5,St Kilda,1,87.72,
6,1,5,St Kilda,1,0.00,0.00
6,2,5,St Kilda,1,0.00,0.01
6,3,5,St Kilda,1,95.58,0.01
6,4,5,St Kilda,1,82.24,
6,5,5,St Kilda,1,89.88,
6,6,5,St Kilda,1,97.05,
7,1,5,St Kilda,1,0.76,0.01
7,2,5,St Kilda,1,98.95,0.01
7,3,5,St Kilda,1,99.66,0.01
7,4,5,St Kilda,1,81.70,
7,5,5,St Kilda,1,100.70,
7,6,5,St Kilda,1,90.83,
8,1,5,St Kilda,1,52.42,0.02
8,2,5,St Kilda,1,97.25,0.00
8,3,5,St Kilda,1,94.03,0.01
8,4,5,St Kilda,1,96.94,
8,5,5,St Kilda,1,64.29,
8,6,5,St Kilda,1,77.94,
9,1,5,St Kilda,1,99.53,0.03
9,2,5,St Kilda,1,100.41,0.02
9,3,5,St Kilda,1,102.64,0.02
9,4,5,St Kilda,1,102.86,
9,5,5,St Kilda,1,98.84,
9,6,5,St Kilda,1,98.62,
10,1,5,St Kilda,1,95.89,0.01
10,2,5,St Kilda,1,18.01,0.01
10,3,5,St Kilda,1,65.34,0.01
10,4,5,St Kilda,1,97.40,
10,5,5,St Kilda,1,91.42,
10,6,5,St Kilda,1,94.49,
11,1,5,St Kilda,1,5.72,0.01
11,2,5,St Kilda,1,94.23,0.01
11,3,5,St Kilda,1,98.57,0.01
11,4,5,St Kilda,1,96.90,
11,5,5,St Kilda,1,81.92,
11,6,5,St Kilda,1,88.58,
12,1,5,St Kilda,1,35.95,0.01
12,2,5,St Kilda,1,98.19,0.01
12,3,5,St Kilda,1,96.88,0.00
12,4,5,St Kilda,1,98.43,
12,5,5,St Kilda,1,94.87,
12,6,5,St Kilda,1,100.36,
